Date,Time,Impact,Event Name,Previous,Forecast,Actual
2018-03-16,8:30am,2,Housing Starts,1.33M,1.29M,1.24M
2018-03-16,9:15am,2,Capacity Utilization Rate,77.40%,77.70%,78.10%
2018-03-16,9:15am,2,Industrial Production m/m,-0.30%,0.30%,1.10%
2018-03-16,10:00am,2,Prelim UoM Consumer Sentiment,99.7,99.2,102
2018-03-16,10:00am,1,JOLTS Job Openings,5.81M,5.91M,6.31M
2018-03-16,10:00am,1,Prelim UoM Inflation Expectations,2.70%,,2.90%
2018-03-19,9:40am,1,FOMC Member Bostic Speaks,,,
2018-03-21,8:30am,2,Current Account,-101B,-125B,-128B
2018-03-21,10:00am,2,Existing Home Sales,5.38M,5.41M,5.54M
2018-03-21,10:30am,3,Crude Oil Inventories,5.0M,2.6M,-2.6M
2018-03-21,2:00pm,3,Federal Funds Rate,1.50%,1.75%,1.75%
2018-03-21,2:00pm,3,FOMC Economic Projections,,,
2018-03-21,2:00pm,3,FOMC Statement,,,
2018-03-21,2:30pm,3,FOMC Press Conference,,,
2018-03-22,8:30am,2,Unemployment Claims,226K,225K,229K
2018-03-22,9:00am,1,HPI m/m,0.40%,0.40%,0.80%
2018-03-22,9:45am,1,Flash Manufacturing PMI,55.3,55.4,55.7
2018-03-22,9:45am,1,Flash Services PMI,55.9,55.9,54.1
2018-03-22,10:00am,1,CB Leading Index m/m,0.80%,0.50%,0.60%
2018-03-22,10:30am,1,Natural Gas Storage,-93B,-88B,-86B
2018-03-23,8:10am,2,FOMC Member Bostic Speaks,,,
2018-03-23,8:30am,3,Core Durable Goods Orders m/m,-0.20%,0.50%,1.20%
2018-03-23,8:30am,2,Durable Goods Orders m/m,-3.60%,1.60%,3.10%
2018-03-23,10:00am,1,New Home Sales,622K,621K,618K
2018-03-26,12:30pm,2,FOMC Member Dudley Speaks,,,
2018-03-26,4:30pm,2,FOMC Member Mester Speaks,,,
2018-03-26,7:10pm,2,FOMC Member Quarles Speaks,,,
2018-03-27,9:00am,1,S&P/CS Composite-20 HPI y/y,6.30%,6.10%,6.40%
2018-03-27,10:00am,3,CB Consumer Confidence,130,131.2,127.7
2018-03-27,10:00am,1,Richmond Manufacturing Index,28,23,15
2018-03-27,11:00am,2,FOMC Member Bostic Speaks,,,
2018-03-28,8:30am,3,Final GDP q/q,2.50%,2.70%,2.90%
2018-03-28,8:30am,1,Final GDP Price Index q/q,2.30%,2.30%,2.30%
2018-03-28,8:30am,1,Goods Trade Balance,-75.3B,-74.4B,-75.4B
2018-03-28,8:30am,1,Prelim Wholesale Inventories m/m,0.80%,0.60%,1.10%
2018-03-28,10:00am,1,Pending Home Sales m/m,-5.00%,2.10%,3.10%
2018-03-28,10:30am,3,Crude Oil Inventories,-2.6M,0.5M,1.6M
2018-03-28,12:00pm,2,FOMC Member Bostic Speaks,,,
2018-03-29,8:30am,2,Core PCE Price Index m/m,0.30%,0.20%,0.20%
2018-03-29,8:30am,2,Personal Spending m/m,0.20%,0.20%,0.20%
2018-03-29,8:30am,2,Unemployment Claims,229K,230K,215K
2018-03-29,8:30am,1,Personal Income m/m,0.40%,0.40%,0.40%
2018-03-29,9:45am,2,Chicago PMI,61.9,62.1,57.4
2018-03-29,10:00am,2,Revised UoM Consumer Sentiment,102,101.9,101.4
2018-03-29,10:00am,1,Revised UoM Inflation Expectations,2.90%,,2.80%
2018-03-29,10:30am,1,Natural Gas Storage,-86B,-75B,-63B
2018-04-02,9:45am,1,Final Manufacturing PMI,55.7,55.7,55.6
2018-04-02,10:00am,3,ISM Manufacturing PMI,60.8,60.1,59.3
2018-04-02,10:00am,1,Construction Spending m/m,0.00%,0.40%,0.10%
2018-04-02,10:00am,1,ISM Manufacturing Prices,74.2,72.5,78.1
2018-04-03,10:05am,1,RCM/TIPP Economic Optimism,55.6,55.2,52.6
2018-04-03,12:00am,1,Total Vehicle Sales,17.1M,16.9M,17.5M
2018-04-03,12:00am,1,Wards Total Vehicle Sales,17.0M,16.9M,17.4M
2018-04-03,4:30pm,2,FOMC Member Brainard Speaks,,,
2018-04-04,8:15am,3,ADP Non-Farm Employment Change,246K,208K,241K
2018-04-04,9:45am,1,Final Services PMI,54.1,54.3,54
2018-04-04,10:00am,3,ISM Services PMI,59.5,59,58.8
2018-04-04,10:00am,1,Factory Orders m/m,-1.30%,1.70%,1.20%
2018-04-04,10:30am,3,Crude Oil Inventories,1.6M,1.4M,-4.6M
2018-04-04,11:00am,2,FOMC Member Mester Speaks,,,
2018-04-05,7:30am,1,Challenger Job Cuts y/y,-4.30%,,39.40%
2018-04-05,8:30am,2,Unemployment Claims,218K,225K,242K
2018-04-05,8:30am,1,Trade Balance,-56.7B,-56.9B,-57.6B
2018-04-05,10:30am,1,Natural Gas Storage,-63B,-29B,-29B
2018-04-05,1:00pm,2,FOMC Member Bostic Speaks,,,
2018-04-06,8:30am,3,Average Hourly Earnings m/m,0.10%,0.30%,0.30%
2018-04-06,8:30am,3,Non-Farm Employment Change,326K,188K,103K
2018-04-06,8:30am,3,Unemployment Rate,4.10%,4.00%,4.10%
2018-04-06,1:30pm,3,Fed Chair Powell Speaks,,,
2018-04-06,3:00pm,1,Consumer Credit m/m,15.6B,15.3B,10.6B
2018-04-10,6:00am,1,NFIB Small Business Index,107.6,107,104.7
2018-04-10,8:30am,3,PPI m/m,0.20%,0.10%,0.30%
2018-04-10,8:30am,2,Core PPI m/m,0.20%,0.20%,0.30%
2018-04-10,10:00am,1,Final Wholesale Inventories m/m,1.10%,0.80%,1.00%
2018-04-11,8:30am,3,Core CPI m/m,0.20%,0.20%,0.20%
2018-04-11,8:30am,3,CPI m/m,0.20%,0.00%,-0.10%
2018-04-11,8:30am,3,CPI y/y,2.20%,2.40%,2.40%
2018-04-11,10:30am,3,Crude Oil Inventories,-4.6M,-0.6M,3.3M
2018-04-11,1:01pm,1,10-y Bond Auction,2.89|2.5,,2.80|2.5
2018-04-11,2:00pm,3,FOMC Meeting Minutes,,,
2018-04-11,2:00pm,1,Federal Budget Balance,-215.2B,-191.0B,-208.7B
2018-04-12,8:30am,2,Unemployment Claims,242K,231K,233K
2018-04-12,8:30am,1,Import Prices m/m,0.30%,0.20%,0.00%
2018-04-12,10:30am,1,Natural Gas Storage,-29B,-11B,-19B
2018-04-12,1:01pm,1,30-y Bond Auction,3.11|2.4,,3.04|2.4
2018-04-13,10:00am,2,Prelim UoM Consumer Sentiment,101.4,100.6,97.8
2018-04-13,10:00am,1,JOLTS Job Openings,6.23M,6.11M,6.05M
2018-04-13,10:00am,1,Prelim UoM Inflation Expectations,2.80%,,2.70%
2018-04-13,5:00pm,2,Treasury Currency Report,,,
2018-04-16,8:30am,3,Core Retail Sales m/m,0.20%,0.20%,0.20%
2018-04-16,8:30am,3,Retail Sales m/m,-0.10%,0.40%,0.60%
2018-04-16,8:30am,2,Empire State Manufacturing Index,22.5,19.8,15.8
2018-04-16,10:00am,1,Business Inventories m/m,0.60%,0.60%,0.60%
2018-04-16,10:00am,1,NAHB Housing Market Index,70,71,69
2018-04-16,1:15pm,2,FOMC Member Bostic Speaks,,,
2018-04-16,4:00pm,1,TIC Long-Term Purchases,61.4B,52.3B,49.0B
2018-04-17,8:30am,3,Building Permits,1.32M,1.33M,1.35M
2018-04-17,8:30am,2,Housing Starts,1.30M,1.27M,1.32M
2018-04-17,9:15am,2,Capacity Utilization Rate,78.10%,77.90%,78.00%
2018-04-17,9:15am,2,FOMC Member Williams Speaks,,,
2018-04-17,9:15am,2,Industrial Production m/m,1.10%,0.30%,0.50%
2018-04-17,10:00am,2,FOMC Member Quarles Speaks,,,
2018-04-17,5:40pm,2,FOMC Member Bostic Speaks,,,
2018-04-18,10:30am,3,Crude Oil Inventories,3.3M,-0.5M,-1.1M
2018-04-18,2:00pm,1,Beige Book,,,
2018-04-18,3:15pm,2,FOMC Member Dudley Speaks,,,
2018-04-18,4:15pm,2,FOMC Member Quarles Speaks,,,
2018-04-19,8:00am,2,FOMC Member Brainard Speaks,,,
2018-04-19,8:30am,2,Philly Fed Manufacturing Index,22.3,20.8,23.2
2018-04-19,8:30am,2,Unemployment Claims,233K,230K,232K
2018-04-19,9:30am,2,FOMC Member Quarles Speaks,,,
2018-04-19,10:00am,1,CB Leading Index m/m,0.70%,0.30%,0.30%
2018-04-19,10:30am,1,Natural Gas Storage,-19B,-23B,-36B
2018-04-19,6:45pm,2,FOMC Member Mester Speaks,,,
2018-04-20,11:15am,2,FOMC Member Williams Speaks,,,
2018-04-23,9:45am,1,Flash Manufacturing PMI,55.6,55.2,56.5
2018-04-23,9:45am,1,Flash Services PMI,54,54.3,54.4
2018-04-23,10:00am,2,Existing Home Sales,5.54M,5.55M,5.60M
2018-04-24,9:00am,1,HPI m/m,0.90%,0.50%,0.60%
2018-04-24,9:00am,1,S&P/CS Composite-20 HPI y/y,6.40%,6.30%,6.80%
2018-04-24,9:59am,1,Richmond Manufacturing Index,15,16,-3
2018-04-24,10:00am,3,CB Consumer Confidence,127,126,128.7
2018-04-24,10:00am,1,New Home Sales,667K,625K,694K
2018-04-25,10:30am,3,Crude Oil Inventories,-1.1M,-1.6M,2.2M
2018-04-26,8:30am,3,Core Durable Goods Orders m/m,1.00%,0.50%,0.00%
2018-04-26,8:30am,2,Durable Goods Orders m/m,3.00%,1.60%,2.60%
2018-04-26,8:30am,2,Unemployment Claims,233K,230K,209K
2018-04-26,8:30am,1,Goods Trade Balance,-75.9B,-74.8B,-68.0B
2018-04-26,8:30am,1,Prelim Wholesale Inventories m/m,1.00%,0.60%,0.50%
2018-04-26,10:30am,1,Natural Gas Storage,-36B,-11B,-18B
2018-04-27,8:30am,3,Advance GDP q/q,2.90%,2.00%,2.30%
2018-04-27,8:30am,2,Advance GDP Price Index q/q,2.30%,2.20%,2.00%
2018-04-27,8:30am,2,Employment Cost Index q/q,0.60%,0.70%,0.80%
2018-04-27,10:00am,2,Revised UoM Consumer Sentiment,97.8,98,98.8
2018-04-27,10:00am,1,Revised UoM Inflation Expectations,2.70%,,2.70%
2018-04-30,8:30am,2,Core PCE Price Index m/m,0.20%,0.20%,0.20%
2018-04-30,8:30am,2,Personal Spending m/m,0.00%,0.40%,0.40%
2018-04-30,8:30am,1,Personal Income m/m,0.30%,0.40%,0.30%
2018-04-30,9:45am,2,Chicago PMI,57.4,58.2,57.6
2018-04-30,10:00am,1,Pending Home Sales m/m,2.80%,0.60%,0.40%
2018-05-01,9:45am,1,Final Manufacturing PMI,56.5,56.5,56.5
2018-05-01,10:00am,3,ISM Manufacturing PMI,59.3,58.4,57.3
2018-05-01,10:00am,1,Construction Spending m/m,1.00%,0.50%,-1.70%
2018-05-01,10:00am,1,ISM Manufacturing Prices,78.1,78.3,79.3
2018-05-01,12:00am,1,Wards Total Vehicle Sales,17.4M,17.0M,17.1M
2018-05-01,12:00am,1,Total Vehicle Sales,17.5M,17.1M,17.2M
2018-05-02,8:15am,3,ADP Non-Farm Employment Change,228K,200K,204K
2018-05-02,10:30am,3,Crude Oil Inventories,2.2M,1.0M,6.2M
2018-05-02,2:00pm,3,Federal Funds Rate,1.75%,1.75%,1.75%
2018-05-02,2:00pm,3,FOMC Statement,,,
2018-05-03,7:30am,1,Challenger Job Cuts y/y,39.40%,,-1.40%
2018-05-03,8:30am,2,Prelim Nonfarm Productivity q/q,0.00%,0.90%,0.70%
2018-05-03,8:30am,2,Prelim Unit Labor Costs q/q,2.50%,3.10%,2.70%
2018-05-03,8:30am,2,Unemployment Claims,209K,225K,211K
2018-05-03,8:30am,1,Trade Balance,-57.7B,-50.0B,-49.0B
2018-05-03,9:45am,1,Final Services PMI,54.4,54.4,54.6
2018-05-03,10:00am,3,ISM Services PMI,58.8,58.1,56.8
2018-05-03,10:00am,1,Factory Orders m/m,1.60%,1.30%,1.60%
2018-05-03,10:30am,1,Natural Gas Storage,-18B,47B,62B
2018-05-04,8:30am,3,Average Hourly Earnings m/m,0.20%,0.20%,0.10%
2018-05-04,8:30am,3,Non-Farm Employment Change,135K,190K,164K
2018-05-04,8:30am,3,Unemployment Rate,4.10%,4.00%,3.90%
2018-05-04,12:45pm,2,FOMC Member Dudley Speaks,,,
2018-05-04,3:00pm,2,FOMC Member Williams Speaks,,,
2018-05-04,5:30pm,2,FOMC Member Quarles Speaks,,,
2018-05-04,8:00pm,2,FOMC Member Bostic Speaks,,,
2018-05-06,7:00pm,2,FOMC Member Quarles Speaks,,,
2018-05-07,8:25am,2,FOMC Member Bostic Speaks,,,
2018-05-07,2:00pm,2,FOMC Member Barkin Speaks,,,
2018-05-07,3:00pm,1,Consumer Credit m/m,13.6B,16.2B,11.6B
2018-05-08,3:15am,3,Fed Chair Powell Speaks,,,
2018-05-08,6:00am,1,NFIB Small Business Index,104.7,105.2,104.8
2018-05-08,10:00am,1,JOLTS Job Openings,6.08M,6.02M,6.55M
2018-05-08,10:02am,1,RCM/TIPP Economic Optimism,52.6,51.3,53.6
2018-05-08,2:00pm,3,President Trump Speaks,,,
2018-05-08,2:00pm,1,Loan Officer Survey,,,
2018-05-09,8:30am,3,PPI m/m,0.30%,0.20%,0.10%
2018-05-09,8:30am,2,Core PPI m/m,0.30%,0.20%,0.20%
2018-05-09,10:00am,1,Final Wholesale Inventories m/m,0.50%,0.60%,0.30%
2018-05-09,10:30am,3,Crude Oil Inventories,6.2M,-0.2M,-2.2M
2018-05-09,12:30pm,2,FOMC Member Bostic Speaks,,,
2018-05-09,1:01pm,1,10-y Bond Auction,2.80|2.5,,3.00|2.6
2018-05-10,8:30am,3,Core CPI m/m,0.20%,0.20%,0.10%
2018-05-10,8:30am,3,CPI m/m,-0.10%,0.30%,0.20%
2018-05-10,8:30am,3,CPI y/y,2.40%,2.50%,2.50%
2018-05-10,8:30am,2,Unemployment Claims,211K,219K,211K
2018-05-10,10:30am,1,Natural Gas Storage,62B,81B,89B
2018-05-10,1:01pm,1,30-y Bond Auction,3.04|2.4,,3.13|2.4
2018-05-10,2:00pm,1,Federal Budget Balance,-208.7B,201.2B,214.3B
2018-05-11,8:30am,1,Import Prices m/m,-0.20%,0.50%,0.30%
2018-05-11,10:00am,2,Prelim UoM Consumer Sentiment,98.8,98.4,98.8
2018-05-11,10:00am,1,Prelim UoM Inflation Expectations,2.70%,,2.80%
2018-05-14,2:45am,2,FOMC Member Mester Speaks,,,
2018-05-15,8:30am,3,Core Retail Sales m/m,0.40%,0.50%,0.30%
2018-05-15,8:30am,3,Retail Sales m/m,0.80%,0.40%,0.30%
2018-05-15,8:30am,2,Empire State Manufacturing Index,15.8,15.1,20.1
2018-05-15,10:00am,1,Business Inventories m/m,0.60%,0.20%,0.00%
2018-05-15,10:00am,1,NAHB Housing Market Index,68,70,70
2018-05-15,12:45pm,2,FOMC Member Williams Speaks,,,
2018-05-15,4:00pm,1,TIC Long-Term Purchases,49.0B,51.3B,61.8B
2018-05-16,8:30am,3,Building Permits,1.38M,1.35M,1.35M
2018-05-16,8:30am,2,FOMC Member Bostic Speaks,,,
2018-05-16,8:30am,2,Housing Starts,1.34M,1.32M,1.29M
2018-05-16,9:15am,2,Capacity Utilization Rate,77.60%,78.40%,78.00%
2018-05-16,9:15am,2,Industrial Production m/m,0.70%,0.60%,0.70%
2018-05-16,10:00am,2,Mortgage Delinquencies,5.17%,,4.63%
2018-05-16,10:30am,3,Crude Oil Inventories,-2.2M,-1.1M,-1.4M
2018-05-17,8:30am,2,Unemployment Claims,211K,216K,222K
2018-05-17,8:32am,2,Philly Fed Manufacturing Index,23.2,21.1,34.4
2018-05-17,10:00am,1,CB Leading Index m/m,0.40%,0.40%,0.40%
2018-05-17,10:30am,1,Natural Gas Storage,89B,105B,106B
2018-05-18,3:00am,2,FOMC Member Mester Speaks,,,
2018-05-18,9:15am,2,FOMC Member Brainard Speaks,,,
2018-05-21,11:30am,2,FOMC Member Bostic Speaks,,,
2018-05-22,9:59am,1,Richmond Manufacturing Index,-3,9,16
2018-05-23,9:45am,1,Flash Manufacturing PMI,56.5,56.6,56.6
2018-05-23,9:45am,1,Flash Services PMI,54.6,54.9,55.7
2018-05-23,10:00am,1,New Home Sales,672K,680K,662K
2018-05-23,10:30am,3,Crude Oil Inventories,-1.4M,-2.5M,5.8M
2018-05-23,2:00pm,3,FOMC Meeting Minutes,,,
2018-05-24,4:15am,2,FOMC Member Dudley Speaks,,,
2018-05-24,8:30am,2,Unemployment Claims,223K,220K,234K
2018-05-24,9:00am,1,HPI m/m,0.60%,0.50%,0.10%
2018-05-24,10:00am,2,Existing Home Sales,5.60M,5.56M,5.46M
2018-05-24,10:30am,1,Natural Gas Storage,106B,92B,91B
2018-05-24,10:35am,2,FOMC Member Bostic Speaks,,,
2018-05-25,8:30am,3,Core Durable Goods Orders m/m,0.10%,0.50%,0.90%
2018-05-25,8:30am,2,Durable Goods Orders m/m,2.70%,-1.30%,-1.70%
2018-05-25,9:20am,3,Fed Chair Powell Speaks,,,
2018-05-25,10:00am,2,Revised UoM Consumer Sentiment,98.8,98.8,98
2018-05-25,10:00am,1,Revised UoM Inflation Expectations,2.80%,,2.80%
2018-05-25,11:45am,2,FOMC Member Bostic Speaks,,,
2018-05-28,12:00am,-1,Bank Holiday,,,
2018-05-29,9:00am,1,S&P/CS Composite-20 HPI y/y,6.80%,6.50%,6.80%
2018-05-29,10:00am,3,CB Consumer Confidence,125.6,128.2,128
2018-05-30,8:15am,3,ADP Non-Farm Employment Change,163K,191K,178K
2018-05-30,8:30am,3,Prelim GDP q/q,2.30%,2.30%,2.20%
2018-05-30,8:30am,1,Goods Trade Balance,-68.3B,-71.2B,-68.2B
2018-05-30,8:30am,1,Prelim GDP Price Index q/q,2.00%,2.00%,1.90%
2018-05-30,8:30am,1,Prelim Wholesale Inventories m/m,0.30%,0.40%,0.00%
2018-05-30,2:00pm,1,Beige Book,,,
2018-05-31,7:30am,1,Challenger Job Cuts y/y,-1.40%,,-4.80%
2018-05-31,8:30am,2,Core PCE Price Index m/m,0.20%,0.10%,0.20%
2018-05-31,8:30am,2,Personal Spending m/m,0.50%,0.40%,0.60%
2018-05-31,8:30am,2,Unemployment Claims,234K,228K,221K
2018-05-31,8:30am,1,Personal Income m/m,0.20%,0.30%,0.30%
2018-05-31,9:45am,2,Chicago PMI,57.6,58.2,62.7
2018-05-31,10:00am,1,Pending Home Sales m/m,0.60%,0.40%,-1.30%
2018-05-31,10:30am,1,Natural Gas Storage,91B,100B,96B
2018-05-31,11:00am,3,Crude Oil Inventories,5.8M,-0.4M,-3.6M
2018-05-31,12:45pm,2,FOMC Member Bostic Speaks,,,
2018-05-31,1:00pm,2,FOMC Member Brainard Speaks,,,
2018-06-01,8:30am,3,Average Hourly Earnings m/m,0.10%,0.20%,0.30%
2018-06-01,8:30am,3,Non-Farm Employment Change,159K,189K,223K
2018-06-01,8:30am,3,Unemployment Rate,3.90%,3.90%,3.80%
2018-06-01,9:45am,1,Final Manufacturing PMI,56.6,56.6,56.4
2018-06-01,10:00am,3,ISM Manufacturing PMI,57.3,58.3,58.7
2018-06-01,10:00am,1,Construction Spending m/m,-1.70%,0.80%,1.80%
2018-06-01,10:00am,1,ISM Manufacturing Prices,79.3,78.1,79.5
2018-06-01,12:00am,1,Wards Total Vehicle Sales,17.1M,16.7M,16.8M
2018-06-01,12:00am,1,Total Vehicle Sales,17.2M,17.0M,16.9M
2018-06-04,10:00am,1,Factory Orders m/m,1.70%,-0.40%,-0.80%
2018-06-05,9:45am,1,Final Services PMI,55.7,55.7,56.8
2018-06-05,10:00am,3,ISM Services PMI,56.8,57.9,58.6
2018-06-05,10:00am,1,JOLTS Job Openings,6.63M,6.49M,6.70M
2018-06-06,8:30am,1,Revised Nonfarm Productivity q/q,0.70%,0.70%,0.40%
2018-06-06,8:30am,1,Revised Unit Labor Costs q/q,2.70%,2.70%,2.90%
2018-06-06,8:30am,1,Trade Balance,-47.2B,-50.0B,-46.2B
2018-06-06,10:30am,3,Crude Oil Inventories,-3.6M,-2.0M,2.1M
2018-06-07,8:30am,2,Unemployment Claims,223K,223K,222K
2018-06-07,10:00am,1,RCM/TIPP Economic Optimism,53.6,54.2,53.9
2018-06-07,10:30am,1,Natural Gas Storage,96B,87B,92B
2018-06-07,3:00pm,1,Consumer Credit m/m,12.3B,13.9B,9.3B
2018-06-08,10:00am,1,Final Wholesale Inventories m/m,0.00%,0.00%,0.10%
2018-06-11,1:01pm,1,10-y Bond Auction,3.00|2.6,,2.96|2.6
2018-06-12,6:00am,1,NFIB Small Business Index,104.8,105.2,107.8
2018-06-12,8:30am,3,Core CPI m/m,0.10%,0.10%,0.20%
2018-06-12,8:30am,3,CPI m/m,0.20%,0.20%,0.20%
2018-06-12,8:30am,3,CPI y/y,2.50%,2.80%,2.80%
2018-06-12,1:01pm,1,30-y Bond Auction,3.13|2.4,,3.10|2.4
2018-06-12,2:00pm,1,Federal Budget Balance,214.3B,-119.0B,-146.8B
2018-06-13,8:30am,3,PPI m/m,0.10%,0.30%,0.50%
2018-06-13,8:30am,2,Core PPI m/m,0.20%,0.20%,0.30%
2018-06-13,10:30am,3,Crude Oil Inventories,2.1M,-1.4M,-4.1M
2018-06-13,2:00pm,3,Federal Funds Rate,1.75%,2.00%,2.00%
2018-06-13,2:00pm,3,FOMC Economic Projections,,,
2018-06-13,2:00pm,3,FOMC Statement,,,
2018-06-13,2:30pm,3,FOMC Press Conference,,,
2018-06-14,8:30am,3,Core Retail Sales m/m,0.40%,0.50%,0.90%
2018-06-14,8:30am,3,Retail Sales m/m,0.40%,0.40%,0.80%
2018-06-14,8:30am,2,Unemployment Claims,222K,223K,218K
2018-06-14,8:30am,1,Import Prices m/m,0.60%,0.50%,0.60%
2018-06-14,10:00am,1,Business Inventories m/m,-0.10%,0.30%,0.30%
2018-06-14,10:30am,1,Natural Gas Storage,92B,87B,96B
2018-06-15,8:30am,2,Empire State Manufacturing Index,20.1,19.1,25
2018-06-15,9:15am,2,Capacity Utilization Rate,78.10%,78.10%,77.90%
2018-06-15,9:15am,2,Industrial Production m/m,0.90%,0.20%,-0.10%
2018-06-15,10:00am,2,Prelim UoM Consumer Sentiment,98,98.5,99.3
2018-06-15,10:00am,1,Prelim UoM Inflation Expectations,2.80%,,2.90%
2018-06-15,4:00pm,1,TIC Long-Term Purchases,61.8B,58.5B,93.9B
2018-06-18,10:00am,1,NAHB Housing Market Index,70,70,68
2018-06-18,1:00pm,2,FOMC Member Bostic Speaks,,,
2018-06-18,4:00pm,2,FOMC Member Williams Speaks,,,
2018-06-19,8:30am,3,Building Permits,1.36M,1.35M,1.30M
2018-06-19,8:30am,2,Housing Starts,1.29M,1.31M,1.35M
2018-06-20,8:30am,2,Current Account,-116B,-129B,-124B
2018-06-20,9:30am,3,Fed Chair Powell Speaks,,,
2018-06-20,10:00am,2,Existing Home Sales,5.45M,5.52M,5.43M
2018-06-20,10:30am,3,Crude Oil Inventories,-4.1M,-2.1M,-5.9M
2018-06-21,8:30am,2,Philly Fed Manufacturing Index,34.4,28.9,19.9
2018-06-21,8:30am,2,Unemployment Claims,221K,220K,218K
2018-06-21,9:00am,1,HPI m/m,0.10%,0.30%,0.10%
2018-06-21,10:00am,1,CB Leading Index m/m,0.40%,0.40%,0.20%
2018-06-21,10:30am,1,Natural Gas Storage,96B,85B,91B
2018-06-21,4:30pm,1,Bank Stress Test Results,,,
2018-06-22,9:45am,1,Flash Manufacturing PMI,56.4,56.3,54.6
2018-06-22,9:45am,1,Flash Services PMI,56.8,56.4,56.5
2018-06-25,10:00am,1,New Home Sales,646K,665K,689K
2018-06-26,9:00am,1,S&P/CS Composite-20 HPI y/y,6.70%,6.90%,6.60%
2018-06-26,9:59am,1,Richmond Manufacturing Index,16,15,20
2018-06-26,10:00am,3,CB Consumer Confidence,128.8,127.6,126.4
2018-06-26,1:00pm,2,FOMC Member Bostic Speaks,,,
2018-06-27,8:30am,3,Core Durable Goods Orders m/m,1.90%,0.50%,-0.30%
2018-06-27,8:30am,2,Durable Goods Orders m/m,-1.60%,-0.90%,-0.60%
2018-06-27,8:30am,1,Goods Trade Balance,-67.3B,-68.9B,-64.8B
2018-06-27,8:30am,1,Prelim Wholesale Inventories m/m,0.10%,0.20%,0.50%
2018-06-27,10:00am,1,Pending Home Sales m/m,-1.30%,0.40%,-0.50%
2018-06-27,10:30am,3,Crude Oil Inventories,-5.9M,-2.4M,-9.9M
2018-06-27,11:00am,2,FOMC Member Quarles Speaks,,,
2018-06-28,8:30am,3,Final GDP q/q,2.20%,2.20%,2.00%
2018-06-28,8:30am,2,Unemployment Claims,218K,220K,227K
2018-06-28,8:30am,1,Final GDP Price Index q/q,1.90%,1.90%,2.20%
2018-06-28,10:30am,1,Natural Gas Storage,91B,73B,66B
2018-06-28,12:00pm,2,FOMC Member Bostic Speaks,,,
2018-06-28,4:30pm,1,Bank Stress Test Results,,,
2018-06-29,8:30am,2,Core PCE Price Index m/m,0.20%,0.20%,0.20%
2018-06-29,8:30am,2,Personal Spending m/m,0.50%,0.40%,0.20%
2018-06-29,8:30am,1,Personal Income m/m,0.20%,0.40%,0.40%
2018-06-29,9:45am,2,Chicago PMI,62.7,60.1,64.1
2018-06-29,10:00am,2,Revised UoM Consumer Sentiment,99.3,99.1,98.2
2018-06-29,10:00am,1,Revised UoM Inflation Expectations,2.90%,,3.00%
2018-07-02,9:45am,1,Final Manufacturing PMI,54.6,54.6,55.4
2018-07-02,10:00am,3,ISM Manufacturing PMI,58.7,58.2,60.2
2018-07-02,10:00am,1,Construction Spending m/m,0.90%,0.50%,0.40%
2018-07-02,10:00am,1,ISM Manufacturing Prices,79.5,74.3,76.8
2018-07-03,9:59am,1,RCM/TIPP Economic Optimism,53.9,54.2,56.4
2018-07-03,10:00am,1,Factory Orders m/m,-0.40%,0.10%,0.40%
2018-07-03,12:00am,1,Wards Total Vehicle Sales,16.8M,17.0M,17.4M
2018-07-03,12:00am,1,Total Vehicle Sales,16.9M,17.0M,17.5M
2018-07-04,12:00am,-1,Bank Holiday,,,
2018-07-05,7:30am,1,Challenger Job Cuts y/y,-4.80%,,19.60%
2018-07-05,8:15am,3,ADP Non-Farm Employment Change,189K,190K,177K
2018-07-05,8:30am,2,Unemployment Claims,228K,225K,231K
2018-07-05,9:45am,1,Final Services PMI,56.5,56.5,56.5
2018-07-05,10:00am,3,ISM Services PMI,58.6,58.3,59.1
2018-07-05,11:00am,3,Crude Oil Inventories,-9.9M,-4.4M,1.2M
2018-07-05,2:00pm,3,FOMC Meeting Minutes,,,
2018-07-06,8:30am,3,Average Hourly Earnings m/m,0.30%,0.30%,0.20%
2018-07-06,8:30am,3,Non-Farm Employment Change,244K,195K,213K
2018-07-06,8:30am,3,Unemployment Rate,3.80%,3.80%,4.00%
2018-07-06,8:30am,1,Trade Balance,-46.1B,-43.6B,-43.1B
2018-07-06,10:30am,1,Natural Gas Storage,66B,76B,78B
2018-07-09,3:00pm,1,Consumer Credit m/m,10.3B,12.2B,24.6B
2018-07-10,5:10am,1,NFIB Small Business Index,107.8,105.6,107.2
2018-07-10,10:00am,1,JOLTS Job Openings,6.84M,6.88M,6.64M
2018-07-11,8:30am,2,Core PPI m/m,0.30%,0.20%,0.30%
2018-07-11,8:30am,2,PPI m/m,0.50%,0.20%,0.30%
2018-07-11,10:00am,1,Final Wholesale Inventories m/m,0.50%,0.50%,0.60%
2018-07-11,10:30am,3,Crude Oil Inventories,1.2M,-4.1M,-12.6M
2018-07-11,1:01pm,1,10-y Bond Auction,2.96|2.6,,2.86|2.6
2018-07-11,4:30pm,2,FOMC Member Williams Speaks,,,
2018-07-12,8:30am,3,Core CPI m/m,0.20%,0.20%,0.20%
2018-07-12,8:30am,3,CPI m/m,0.20%,0.20%,0.10%
2018-07-12,8:30am,3,CPI y/y,2.80%,2.90%,2.90%
